product_id,batch_number,manufacturer_id,manufacturer_name,material_type,material_category,weight_kg,carbon_footprint,recyclable_percentage,gst_hsn_code,manufacturing_date,expiry_date,qr_code_hash,gps_lat,gps_lon,source
E-WM008202602261731014090,BATCH-202601-504,M008,Samsung India,E-Waste PCB,e_waste,16.12,241.79,0.7,3939816,1769582417.647315,,a1e65a30ce0a45ef,28.533514944587523,77.34187605294571,manufacturing
ALUM006202602261731018720,BATCH-202601-388,M006,Amul Dairy,Aluminum,metal,23.41,187.26,0.95,3913839,1769582443.465422,,52da96e0e1217a44,22.513140185817395,72.83015843361888,manufacturing
ORGM007202602261731013779,BATCH-202601-292,M007,Apple India,Organic Waste,organic,12.87,2.57,0.95,3910601,1769582474.191749,1775803274.191749,752c77e5686c27a2,13.021749845249689,77.54382401408316,manufacturing
STEM001202602261731019458,BATCH-202601-508,M001,Tata Steel,Steel,metal,37.15,66.87,0.88,3927328,1769582507.442847,,cb83255b77d9418e,22.883610468238118,86.23083362565674,manufacturing
STEM001202602261731017656,BATCH-202601-480,M001,Tata Steel,Steel,metal,11.53,20.75,0.88,3985288,1769582589.822223,,b7cd842034a96f7a,22.880468348397955,86.26447941782295,manufacturing
PAPM008202602261731013668,BATCH-202601-729,M008,Samsung India,Paper/Cardboard,paper,6.79,3.4,0.75,3968232,1769582605.519696,1794811405.519696,31d9f01b030d6e6c,28.608154331518918,77.3146116315342,manufacturing
HDPM007202602261731012941,BATCH-202601-814,M007,Apple India,HDPE Plastic,plastic,46.25,106.37,0.9,3934296,1769582648.973857,,23d7b23b5b517708,12.978110942247802,77.63347077923753,manufacturing
COPM004202602261731018982,BATCH-202601-267,M004,Kumar Paper Mills,Copper,metal,45.15,158.04,0.92,3922820,1769582922.21728,,89b575242207a5e3,13.067580871271737,80.24822808800972,manufacturing
STEM007202602261731017390,BATCH-202601-812,M007,Apple India,Steel,metal,46.32,83.37,0.88,3916467,1769582982.795829,,fcbc4ef8251817c5,13.007364540846975,77.57236816078868,manufacturing
ALUM003202602261731019353,BATCH-202601-490,M003,Dixit E-Waste,Aluminum,metal,38.15,305.17,0.95,3975174,1769583139.219235,,27ec215b4bd9381f,28.6271314818572,77.15841356424532,manufacturing
PETM006202602261731012487,BATCH-202601-285,M006,Amul Dairy,PET Plastic,plastic,37.44,93.59,0.85,3984456,1769583217.25596,,b230970817f2c557,22.534940654695863,72.99992761641239,manufacturing
PETM006202602261731018251,BATCH-202601-826,M006,Amul Dairy,PET Plastic,plastic,0.99,2.48,0.85,3976171,1769583231.073097,,0897554f49f7df8c,22.481455642906283,72.89186091437585,manufacturing
LITM006202602261731019859,BATCH-202601-356,M006,Amul Dairy,Lithium Battery,e_waste,36.89,922.3,0.6,3962278,1769583287.396663,,1cf02e6e8f9f05f5,22.58054235828188,72.90332198316378,manufacturing
HDPM002202602261731013658,BATCH-202601-835,M002,Relacy Plastics,HDPE Plastic,plastic,8.44,19.4,0.9,3998647,1769583346.687286,,db22cedfcfab4018,19.014834088263946,72.97592270709978,manufacturing
COPM001202602261731017575,BATCH-202601-396,M001,Tata Steel,Copper,metal,24.61,86.12,0.92,3943778,1769583560.989178,,3a69802f7268f617,22.74327576558749,86.16207882413383,manufacturing
E-WM001202602261731012358,BATCH-202601-145,M001,Tata Steel,E-Waste PCB,e_waste,2.88,43.18,0.7,3945244,1769583657.284469,,41a6b9af01326073,22.74329242265106,86.23792713634114,manufacturing
STEM003202602261731012684,BATCH-202601-617,M003,Dixit E-Waste,Steel,metal,10.26,18.48,0.88,3929878,1769583666.071204,,ca4741adf37a6991,28.665730476009117,77.12407065471582,manufacturing
PAPM002202602261731019698,BATCH-202601-504,M002,Relacy Plastics,Paper/Cardboard,paper,5.09,2.55,0.75,3989679,1769584085.448656,1794985685.448656,94e66d1f32b89a32,18.99216207138039,72.79950985607675,manufacturing
PETM006202602261731014048,BATCH-202601-915,M006,Amul Dairy,PET Plastic,plastic,10.2,25.49,0.85,3973572,1769584121.842601,,3cdc6db6206bcf14,22.57452077308888,73.00030615238185,manufacturing
COPM007202602261731013885,BATCH-202601-431,M007,Apple India,Copper,metal,23.19,81.16,0.92,3942351,1769584299.554694,,e3d61f6ac3658d4d,12.933622296834065,77.60966169087642,manufacturing
HDPM003202602261731014189,BATCH-202601-376,M003,Dixit E-Waste,HDPE Plastic,plastic,37.09,85.3,0.9,3917637,1769584332.088914,,12f1dc27ddd0dfce,28.59746525476667,77.27908680334671,manufacturing
LITM003202602261731017229,BATCH-202601-033,M003,Dixit E-Waste,Lithium Battery,e_waste,34.2,854.9,0.6,3983817,1769584340.488517,,b6a7b7f3cc143aab,28.53587910426674,77.11278747350133,manufacturing
ALUM003202602261731016247,BATCH-202601-816,M003,Dixit E-Waste,Aluminum,metal,22.61,180.89,0.95,3971934,1769584342.75673,,c4f08db50441a91a,28.52736272694046,77.22456857589998,manufacturing
PETM004202602261731014028,BATCH-202601-038,M004,Kumar Paper Mills,PET Plastic,plastic,32.84,82.09,0.85,3928974,1769584584.106541,,bfd02faa8081627a,12.989186418347057,80.28631854308549,manufacturing
LITM004202602261731018329,BATCH-202601-601,M004,Kumar Paper Mills,Lithium Battery,e_waste,14.78,369.47,0.6,3941594,1769584649.33443,,bb28ba6850603e2b,13.101927022632864,80.2938389910557,manufacturing
ORGM007202602261731013016,BATCH-202601-115,M007,Apple India,Organic Waste,organic,40.59,8.12,0.95,3983191,1769584811.226174,1797319211.226174,ef03bc512d7c3c99,12.955645739415534,77.61165362584471,manufacturing
COPM005202602261731016237,BATCH-202601-042,M005,GreenGlass India,Copper,metal,40.29,141.01,0.92,3995238,1769584929.949642,,8000d12b57a63578,12.966316856823378,77.57174345867192,manufacturing
ORGM007202602261731015262,BATCH-202601-175,M007,Apple India,Organic Waste,organic,47.92,9.58,0.95,3982220,1769585089.076942,1772781889.076942,f1c729f32a87c0fd,13.015316684767363,77.58163174706304,manufacturing
ORGM002202602261731013740,BATCH-202601-836,M002,Relacy Plastics,Organic Waste,organic,18.03,3.61,0.95,3925309,1769585112.023161,1788420312.023161,e3bd1b64fcc4770b,19.05625364166522,72.94879656174102,manufacturing
HDPM007202602261731017790,BATCH-202601-597,M007,Apple India,HDPE Plastic,plastic,28.55,65.66,0.9,3922208,1769585287.727961,,41af1402cf147503,12.984136751895464,77.51479808856509,manufacturing
COPM008202602261731017771,BATCH-202601-376,M008,Samsung India,Copper,metal,0.82,2.85,0.92,3975856,1769585319.412302,,e99a7ff7fbf76e4d,28.57623686177687,77.47484822065955,manufacturing
ORGM004202602261731019792,BATCH-202601-533,M004,Kumar Paper Mills,Organic Waste,organic,16.74,3.35,0.95,3966219,1769585394.457055,1781249394.457055,82f022c66911de59,13.126083593236132,80.26846559336624,manufacturing
COPM005202602261731014086,BATCH-202601-922,M005,GreenGlass India,Copper,metal,38.39,134.37,0.92,3917924,1769585433.542938,,51ce8fd878c07036,13.043063072005456,77.65660579494242,manufacturing
ALUM004202602261731011894,BATCH-202601-325,M004,Kumar Paper Mills,Aluminum,metal,48.68,389.45,0.95,3949517,1769585577.968255,,b035a3dc99e2342e,12.998942761689685,80.25463728988274,manufacturing
PETM001202602261731017272,BATCH-202601-997,M001,Tata Steel,PET Plastic,plastic,15.88,39.7,0.85,3962452,1769585776.460827,,56883d8300a062a2,22.90327590138788,86.20676365767174,manufacturing
PAPM003202602261731014240,BATCH-202601-252,M003,Dixit E-Waste,Paper/Cardboard,paper,16.17,8.08,0.75,3926880,1769585816.870531,1793691416.870531,818e76b5598b491e,28.577142920652566,77.2956040434888,manufacturing
PAPM001202602261731014170,BATCH-202601-531,M001,Tata Steel,Paper/Cardboard,paper,34.8,17.4,0.75,3998865,1769585838.558539,1773301038.558539,01d7699426d6e8c3,22.896597145234274,86.2990701467586,manufacturing
E-WM005202602261731011675,BATCH-202601-007,M005,GreenGlass India,E-Waste PCB,e_waste,10.31,154.6,0.7,3966402,1769585911.139702,,e1743e58067d240e,12.894069147282815,77.50644971449428,manufacturing
PETM008202602261731018776,BATCH-202601-262,M008,Samsung India,PET Plastic,plastic,19.79,49.48,0.85,3983516,1769585989.894614,,953e433c8a781f6a,28.476437219833333,77.32649121375859,manufacturing
GLAM008202602261731014139,BATCH-202601-885,M008,Samsung India,Glass,glass,35.81,28.65,0.8,3997739,1769586058.829604,,9d8286d7ade6d257,28.621493620184268,77.46040800672164,manufacturing
COPM008202602261731018775,BATCH-202601-939,M008,Samsung India,Copper,metal,42.31,148.09,0.92,3921570,1769586263.540177,,664e7248bead0aa7,28.459441395805325,77.47814654620034,manufacturing
STEM001202602261731011105,BATCH-202601-210,M001,Tata Steel,Steel,metal,26.01,46.83,0.88,3930945,1769586296.10198,,35c66a437849fee7,22.797005180899458,86.19869797052435,manufacturing
PAPM003202602261731014486,BATCH-202601-643,M003,Dixit E-Waste,Paper/Cardboard,paper,0.86,0.43,0.75,3989388,1769586617.503235,1783929017.503235,a75f5ed9e89ccf4d,28.625152543887946,77.21117592476074,manufacturing
E-WM008202602261731018616,BATCH-202601-618,M008,Samsung India,E-Waste PCB,e_waste,16.47,247.12,0.7,3973489,1769586636.904543,,625feb81877d1e06,28.494777163483107,77.4008089245537,manufacturing
PETM001202602261731017007,BATCH-202601-860,M001,Tata Steel,PET Plastic,plastic,46.84,117.1,0.85,3946241,1769586659.947478,,c6a076d88dd3c45d,22.901882708696224,86.17887237330996,manufacturing
ALUM007202602261731013769,BATCH-202601-898,M007,Apple India,Aluminum,metal,27.31,218.49,0.95,3994310,1769587094.724431,,399197ee5d47df3f,13.028585214770775,77.64892209582305,manufacturing
COPM006202602261731013151,BATCH-202601-559,M006,Amul Dairy,Copper,metal,5.12,17.94,0.92,3940825,1769587162.887763,,7c72f68fc6885207,22.628227702579455,72.95455651058838,manufacturing
PAPM003202602261731016266,BATCH-202601-849,M003,Dixit E-Waste,Paper/Cardboard,paper,45.34,22.67,0.75,3930940,1769587423.598799,1773475423.598799,226b8b3f730bc623,28.5355145268831,77.16939415432518,manufacturing
PETM002202602261731017328,BATCH-202601-329,M002,Relacy Plastics,PET Plastic,plastic,23.05,57.63,0.85,3937202,1769587503.036157,,9c85b6b21287029b,19.166557338558896,72.93121892742307,manufacturing
GLAM003202602261731012064,BATCH-202601-798,M003,Dixit E-Waste,Glass,glass,40.17,32.14,0.8,3921984,1769587510.344262,,102de7ad2be521a1,28.52898230866439,77.25362142290689,manufacturing
GLAM007202602261731012606,BATCH-202601-122,M007,Apple India,Glass,glass,13.44,10.75,0.8,3913993,1769587517.551698,,3944e4ccb827e5ff,12.949359725972059,77.54160779239488,manufacturing
PAPM007202602261731015158,BATCH-202601-950,M007,Apple India,Paper/Cardboard,paper,28.91,14.46,0.75,3947946,1769587600.676873,1780474000.676873,1098d06ec846648a,12.983124882429339,77.5361616299525,manufacturing
LITM002202602261731016151,BATCH-202601-303,M002,Relacy Plastics,Lithium Battery,e_waste,45.28,1131.95,0.6,3921189,1769587884.046682,,cf731a377479febd,19.03514458740313,72.85801548125762,manufacturing
STEM002202602261731018973,BATCH-202601-147,M002,Relacy Plastics,Steel,metal,29.72,53.5,0.88,3925116,1769588148.827103,,9d910d43b24ac7b8,19.099986728160328,72.81776321633116,manufacturing
COPM005202602261731015963,BATCH-202601-819,M005,GreenGlass India,Copper,metal,7.67,26.83,0.92,3943810,1769588167.855068,,4b83ec34de29d127,12.982664279301726,77.5448124213229,manufacturing
HDPM004202602261731014291,BATCH-202601-352,M004,Kumar Paper Mills,HDPE Plastic,plastic,12.92,29.72,0.9,3926965,1769588171.76337,,57a27a45d7334576,13.120554755592666,80.36127083083491,manufacturing
GLAM006202602261731019629,BATCH-202601-734,M006,Amul Dairy,Glass,glass,34.26,27.41,0.8,3985632,1769588324.153091,,68145fcf3c52bea3,22.601020286320097,72.99013779206551,manufacturing
ALUM001202602261731019497,BATCH-202601-781,M001,Tata Steel,Aluminum,metal,34.91,279.25,0.95,3914162,1769588406.012424,,62edfbe4225a7ab3,22.82384089759943,86.14486511934153,manufacturing
PAPM006202602261731011733,BATCH-202601-637,M006,Amul Dairy,Paper/Cardboard,paper,30.14,15.07,0.75,3995364,1769588493.35745,1790842893.35745,5f8e195f3771357d,22.600579143837898,72.97093448573312,manufacturing
STEM004202602261731017124,BATCH-202601-088,M004,Kumar Paper Mills,Steel,metal,36.56,65.81,0.88,3924857,1769588525.205395,,4db0f95594afa0b3,12.993607602672352,80.36048818300516,manufacturing
STEM005202602261731019232,BATCH-202601-171,M005,GreenGlass India,Steel,metal,14.33,25.79,0.88,3986263,1769588631.956576,,444e2fcc65d071b1,12.904750770047416,77.69292209521623,manufacturing
ORGM006202602261731012153,BATCH-202601-893,M006,Amul Dairy,Organic Waste,organic,31.49,6.3,0.95,3968746,1769588654.502662,1786782254.502662,9ffe5c218bf58f81,22.62172632656237,72.85006654755557,manufacturing
PETM008202602261731016967,BATCH-202601-068,M008,Samsung India,PET Plastic,plastic,9.98,24.95,0.85,3916132,1769588801.55575,,ee4033831eb1c2b5,28.603724270422855,77.4517254762235,manufacturing
ALUM008202602261731018999,BATCH-202601-654,M008,Samsung India,Aluminum,metal,0.59,4.7,0.95,3980214,1769588833.330321,,dd761102c601107c,28.570145913047735,77.47972792253614,manufacturing
COPM003202602261731013912,BATCH-202601-185,M003,Dixit E-Waste,Copper,metal,41.12,143.93,0.92,3974787,1769588844.16548,,c0976c4ad62a650a,28.69399334735405,77.12344498800717,manufacturing
PETM003202602261731013522,BATCH-202601-800,M003,Dixit E-Waste,PET Plastic,plastic,1.26,3.16,0.85,3982588,1769588984.882467,,f4da2babe18be0ea,28.6890265113715,77.20033749343335,manufacturing
E-WM006202602261731014202,BATCH-202601-479,M006,Amul Dairy,E-Waste PCB,e_waste,43.88,658.26,0.7,3910221,1769589019.202315,,fbf7bd7e35fb00a5,22.487626303674713,72.89602856338658,manufacturing
GLAM008202602261731019108,BATCH-202601-746,M008,Samsung India,Glass,glass,43.38,34.71,0.8,3961518,1769589033.192133,,1173db6e198d07a5,28.536426734895457,77.43286335476486,manufacturing
GLAM007202602261731012084,BATCH-202601-336,M007,Apple India,Glass,glass,36.7,29.36,0.8,3955439,1769589047.057997,,84f3e24b6cd26588,12.889874881965564,77.63647490942998,manufacturing
PAPM006202602261731017407,BATCH-202601-550,M006,Amul Dairy,Paper/Cardboard,paper,5.98,2.99,0.75,3963589,1769589060.02216,1775205060.02216,95236661d23f9a83,22.542298579566324,73.00961750084414,manufacturing
PETM006202602261731011173,BATCH-202601-832,M006,Amul Dairy,PET Plastic,plastic,21.18,52.94,0.85,3999151,1769589507.760347,,25224c898aaf8ac4,22.48028798192666,72.85109875952193,manufacturing
COPM008202602261731019955,BATCH-202601-354,M008,Samsung India,Copper,metal,22.37,78.28,0.92,3985406,1769589542.105097,,77408229caf1c6cc,28.563287740472003,77.37586178769219,manufacturing
HDPM003202602261731016415,BATCH-202601-048,M003,Dixit E-Waste,HDPE Plastic,plastic,28.65,65.9,0.9,3917959,1769589728.064276,,bfc0ac6484845372,28.70485098598643,77.16804123048405,manufacturing
E-WM003202602261731019467,BATCH-202601-244,M003,Dixit E-Waste,E-Waste PCB,e_waste,14.84,222.56,0.7,3912440,1769589728.383045,,4d233212409c97ce,28.638130406141713,77.24314223354818,manufacturing
COPM007202602261731016293,BATCH-202601-763,M007,Apple India,Copper,metal,36.55,127.92,0.92,3980633,1769589868.432403,,5e303b18b0c27686,12.896028302427103,77.59084591862934,manufacturing
GLAM007202602261731014204,BATCH-202601-712,M007,Apple India,Glass,glass,12.28,9.82,0.8,3995827,1769589873.863858,,c7c0df80b4c1294d,12.937802911449763,77.5183762276601,manufacturing
GLAM002202602261731011129,BATCH-202601-345,M002,Relacy Plastics,Glass,glass,24.04,19.23,0.8,3992202,1769589939.838667,,89bdeb242fd15161,19.013422303726003,72.84930090700728,manufacturing
LITM003202602261731018728,BATCH-202601-452,M003,Dixit E-Waste,Lithium Battery,e_waste,49.36,1233.93,0.6,3960584,1769589984.688204,,8c81ee80fc63145c,28.60092963498189,77.29201633950899,manufacturing
E-WM001202602261731018967,BATCH-202601-759,M001,Tata Steel,E-Waste PCB,e_waste,20.85,312.76,0.7,3930280,1769590020.166731,,e0abbc673716eaa0,22.851195291140403,86.20356051134723,manufacturing
PETM006202602261731018820,BATCH-202601-564,M006,Amul Dairy,PET Plastic,plastic,5.45,13.61,0.85,3997503,1769590237.426621,,1d0c9d384907027f,22.60425594969465,73.01146660919235,manufacturing
HDPM004202602261731013015,BATCH-202601-634,M004,Kumar Paper Mills,HDPE Plastic,plastic,19.63,45.15,0.9,3998551,1769590319.297597,,1e691d094c05a8b9,13.044533893340303,80.17217402169884,manufacturing
HDPM005202602261731019353,BATCH-202601-601,M005,GreenGlass India,HDPE Plastic,plastic,5.6,12.87,0.9,3944610,1769590664.094536,,34c6ecd882a6a54e,12.966925807597331,77.56460499517246,manufacturing
HDPM007202602261731012694,BATCH-202601-299,M007,Apple India,HDPE Plastic,plastic,47.43,109.09,0.9,3930310,1769590742.796824,,87e8c481937316d0,12.913198856494768,77.6538965364671,manufacturing
GLAM006202602261731012804,BATCH-202601-424,M006,Amul Dairy,Glass,glass,8.47,6.78,0.8,3996311,1769591360.261319,,80d3f1e11329f941,22.54981329080419,72.87585414749897,manufacturing
GLAM007202602261731015216,BATCH-202601-796,M007,Apple India,Glass,glass,4.16,3.33,0.8,3917491,1769591594.248324,,4b81152cb879442c,12.949318085546278,77.69379171342263,manufacturing
HDPM003202602261731011395,BATCH-202601-681,M003,Dixit E-Waste,HDPE Plastic,plastic,28.74,66.09,0.9,3935556,1769591609.347618,,ac53030cff8a796a,28.645872393388334,77.21818377842504,manufacturing
GLAM003202602261731014730,BATCH-202601-607,M003,Dixit E-Waste,Glass,glass,31.95,25.56,0.8,3947715,1769591830.173487,,794e414c5f06e04d,28.596356397275112,77.23711899525732,manufacturing
HDPM007202602261731015903,BATCH-202601-855,M007,Apple India,HDPE Plastic,plastic,12.4,28.53,0.9,3959793,1769591843.931632,,b970d4cbf6f521c6,13.050905153400544,77.56094596792437,manufacturing
GLAM003202602261731016218,BATCH-202601-758,M003,Dixit E-Waste,Glass,glass,49.54,39.63,0.8,3948707,1769591870.647899,,bc2bb908e367402c,28.581174690430338,77.27465787719147,manufacturing
ORGM008202602261731014695,BATCH-202601-867,M008,Samsung India,Organic Waste,organic,4.15,0.83,0.95,3914401,1769591950.332166,1773047950.332166,fbf3b6b966ae3bf5,28.49924338159133,77.48133242628683,manufacturing
ORGM004202602261731018365,BATCH-202601-582,M004,Kumar Paper Mills,Organic Waste,organic,12.16,2.43,0.95,3923254,1769591990.329895,1777108790.329895,7b64d1ba79bb627a,13.179766102394568,80.30260619580405,manufacturing
PAPM001202602261731011813,BATCH-202601-989,M001,Tata Steel,Paper/Cardboard,paper,28.83,14.41,0.75,3937977,1769592079.792042,1781947279.792042,8be0af440587926b,22.834075978352296,86.2384390492182,manufacturing
E-WM008202602261731016387,BATCH-202601-196,M008,Samsung India,E-Waste PCB,e_waste,48.54,728.11,0.7,3989703,1769592169.993869,,6806548603de67db,28.559843108288433,77.45816055100312,manufacturing
LITM003202602261731015010,BATCH-202601-948,M003,Dixit E-Waste,Lithium Battery,e_waste,19.28,482.08,0.6,3991804,1769592335.368738,,b911ff4e12e5b996,28.62528994875493,77.24592285019799,manufacturing
STEM007202602261731012467,BATCH-202601-813,M007,Apple India,Steel,metal,47.79,86.02,0.88,3942949,1769592399.979278,,e51e9c1861443c82,12.882802096116292,77.64225521833337,manufacturing
ALUM002202602261731019569,BATCH-202601-814,M002,Relacy Plastics,Aluminum,metal,32.04,256.32,0.95,3919286,1769592405.374738,,f08ca082be04fe8a,19.054689955634725,72.90517745834617,manufacturing
E-WM005202602261731016016,BATCH-202601-653,M005,GreenGlass India,E-Waste PCB,e_waste,28.97,434.59,0.7,3941954,1769592429.055902,,e7abc0d1a4d6ff95,13.030387053768079,77.64693177341131,manufacturing
PETM002202602261731019899,BATCH-202601-668,M002,Relacy Plastics,PET Plastic,plastic,29.46,73.65,0.85,3994462,1769592455.122654,,84ff741c81e3a379,19.062813396144247,72.7995176977882,manufacturing
E-WM007202602261731015728,BATCH-202601-920,M007,Apple India,E-Waste PCB,e_waste,36.54,548.04,0.7,3964846,1769592535.692121,,3bfe4a0fc50dfb92,13.050885765311412,77.5225135373764,manufacturing
GLAM004202602261731019305,BATCH-202601-981,M004,Kumar Paper Mills,Glass,glass,24.0,19.2,0.8,3932497,1769592568.561892,,f76795ea711a4a8b,13.174031398822555,80.30773142590553,manufacturing
STEM007202602261731018256,BATCH-202601-663,M007,Apple India,Steel,metal,1.36,2.45,0.88,3966328,1769592588.097419,,5b7e4f3e60803d39,12.930647618172086,77.54464416332138,manufacturing
LITM008202602261731015280,BATCH-202601-663,M008,Samsung India,Lithium Battery,e_waste,46.61,1165.15,0.6,3918392,1769592606.125636,,520b52d6bbb42911,28.452455462512766,77.45862952248706,manufacturing
PAPM003202602261731014712,BATCH-202601-172,M003,Dixit E-Waste,Paper/Cardboard,paper,24.06,12.03,0.75,3943333,1769592677.550385,1793784677.550385,ddd68f6fbb58e586,28.665109200982588,77.1471310324019,manufacturing
PAPM007202602261731014683,BATCH-202601-861,M007,Apple India,Paper/Cardboard,paper,25.19,12.59,0.75,3914684,1769592758.424442,1794907958.424442,32a7b83e7a8a769f,12.91851567461634,77.59552140923637,manufacturing
GLAM002202602261731018551,BATCH-202601-868,M002,Relacy Plastics,Glass,glass,14.18,11.34,0.8,3953130,1769592972.087639,,fd7cddaa40bcc171,18.98262122482878,72.78000592307455,manufacturing
ALUM001202602261731018874,BATCH-202601-636,M001,Tata Steel,Aluminum,metal,46.45,371.63,0.95,3979525,1769593190.814877,,89e90917a8abf697,22.86244051119541,86.29534803318388,manufacturing
PETM006202602261731019724,BATCH-202601-532,M006,Amul Dairy,PET Plastic,plastic,23.85,59.62,0.85,3921781,1769593191.67148,,1351ecc35041f6a2,22.555705494369477,72.98628458958368,manufacturing
GLAM003202602261731017998,BATCH-202601-189,M003,Dixit E-Waste,Glass,glass,24.1,19.28,0.8,3958489,1769593247.667424,,2654fd4d8cab79f5,28.627013087044332,77.2790553926026,manufacturing
PETM003202602261731013792,BATCH-202601-500,M003,Dixit E-Waste,PET Plastic,plastic,31.84,79.6,0.85,3953508,1769593398.023995,,40c30f4f05da6c38,28.527375002919094,77.21191906750441,manufacturing
E-WM005202602261731011176,BATCH-202601-792,M005,GreenGlass India,E-Waste PCB,e_waste,43.77,656.55,0.7,3978478,1769593423.869357,,0f30b57e21cbc3a9,13.020671455337695,77.57030006525824,manufacturing
COPM008202602261731011762,BATCH-202601-704,M008,Samsung India,Copper,metal,7.42,25.97,0.92,3993834,1769593613.106637,,760fbc63fd3c9f5d,28.58778496336246,77.34873795346502,manufacturing
PETM005202602261731015813,BATCH-202601-065,M005,GreenGlass India,PET Plastic,plastic,29.08,72.7,0.85,3933421,1769593705.748433,,eb69ae8171308a47,12.984543407071353,77.61888952250608,manufacturing
HDPM001202602261731014872,BATCH-202601-219,M001,Tata Steel,HDPE Plastic,plastic,24.54,56.44,0.9,3961160,1769593839.929572,,cf6d9407ce915be4,22.737527424280305,86.10333107567028,manufacturing
LITM005202602261731017679,BATCH-202601-130,M005,GreenGlass India,Lithium Battery,e_waste,42.97,1074.18,0.6,3914311,1769594142.868231,,6c1c829fc99f69eb,12.886283414399324,77.69354291813299,manufacturing
ORGM006202602261731015227,BATCH-202601-512,M006,Amul Dairy,Organic Waste,organic,31.32,6.26,0.95,3983872,1769594155.511801,1780912555.511801,e464c5e74f47b810,22.648779215491416,72.87061475732783,manufacturing
GLAM005202602261731016523,BATCH-202601-776,M005,GreenGlass India,Glass,glass,16.5,13.2,0.8,3993608,1769594311.515258,,e0e561b11852d3e2,13.019518732929063,77.67328423771121,manufacturing
PETM003202602261731018187,BATCH-202601-524,M003,Dixit E-Waste,PET Plastic,plastic,15.38,38.44,0.85,3963201,1769594401.04697,,ef952bf6718687c5,28.68586256023514,77.12609942570427,manufacturing
ORGM001202602261731014474,BATCH-202601-836,M001,Tata Steel,Organic Waste,organic,6.5,1.3,0.95,3924115,1769594603.433661,1780308203.433661,f1680e6da74db551,22.750603888809277,86.28069273242073,manufacturing
HDPM005202602261731019129,BATCH-202601-439,M005,GreenGlass India,HDPE Plastic,plastic,13.8,31.74,0.9,3952915,1769594829.308392,,ed3d78bec7066efb,12.910874124057566,77.65938294639099,manufacturing
HDPM003202602261731014785,BATCH-202601-121,M003,Dixit E-Waste,HDPE Plastic,plastic,11.81,27.15,0.9,3952278,1769594839.687686,,8ff2e7c1e3a560c6,28.544435226458393,77.26593403456536,manufacturing
E-WM003202602261731016616,BATCH-202601-013,M003,Dixit E-Waste,E-Waste PCB,e_waste,0.88,13.26,0.7,3924524,1769595004.788269,,11d0333019fe575d,28.70726871345374,77.25749718494563,manufacturing
STEM004202602261731013430,BATCH-202601-790,M004,Kumar Paper Mills,Steel,metal,32.18,57.92,0.88,3966332,1769595223.008872,,1854512fdc3b6405,13.122562103187962,80.2087208222473,manufacturing
PETM004202602261731019267,BATCH-202601-667,M004,Kumar Paper Mills,PET Plastic,plastic,18.65,46.62,0.85,3914484,1769595227.575191,,87ecceb5da49e312,13.158008827519897,80.22185783478507,manufacturing
ALUM003202602261731014308,BATCH-202601-259,M003,Dixit E-Waste,Aluminum,metal,9.49,75.95,0.95,3940118,1769595360.352495,,70499ed8cbedbfec,28.52615169360533,77.1568156874928,manufacturing
LITM005202602261731016958,BATCH-202601-905,M005,GreenGlass India,Lithium Battery,e_waste,3.04,75.97,0.6,3928941,1769595481.067229,,6a7273b53a0d0d95,13.016084505044956,77.54376305144697,manufacturing
ORGM004202602261731019537,BATCH-202601-143,M004,Kumar Paper Mills,Organic Waste,organic,19.35,3.87,0.95,3944408,1769595538.649454,1784024338.649454,4ed1b7a93ef2b1b7,13.081324788442158,80.18335343005539,manufacturing
ORGM007202602261731019604,BATCH-202601-358,M007,Apple India,Organic Waste,organic,5.46,1.09,0.95,3938194,1769595620.491864,1790677220.491864,5651fa8f25aabd38,13.069238301650175,77.51708211796392,manufacturing
STEM008202602261731013073,BATCH-202601-947,M008,Samsung India,Steel,metal,17.55,31.59,0.88,3967123,1769595867.737317,,db1c1bf6c829b214,28.49793449257193,77.32364340130786,manufacturing
E-WM008202602261731019411,BATCH-202601-015,M008,Samsung India,E-Waste PCB,e_waste,9.74,146.09,0.7,3930754,1769595921.32128,,b1a77efe4568f8ea,28.45395370810953,77.38931506594162,manufacturing
GLAM008202602261731017588,BATCH-202601-856,M008,Samsung India,Glass,glass,39.22,31.37,0.8,3989682,1769596015.587827,,ee92cffab631c62c,28.591319352539564,77.48192069289985,manufacturing
COPM001202602261731019495,BATCH-202601-043,M001,Tata Steel,Copper,metal,44.67,156.34,0.92,3970978,1769596115.503425,,f16bc9ca0d740c9e,22.840347862668416,86.13474719908147,manufacturing
COPM008202602261731015518,BATCH-202601-889,M008,Samsung India,Copper,metal,3.01,10.55,0.92,3960156,1769596177.567878,,0d4706951e6a722c,28.531756291172734,77.4727095291123,manufacturing
GLAM005202602261731017270,BATCH-202601-741,M005,GreenGlass India,Glass,glass,15.58,12.47,0.8,3944527,1769596548.509197,,bd8da15db9c01f81,13.009325591932047,77.52470087167569,manufacturing
COPM005202602261731012219,BATCH-202601-165,M005,GreenGlass India,Copper,metal,17.25,60.38,0.92,3933704,1769596677.924809,,bcec891ce63a56e6,13.069069552092026,77.54492800407853,manufacturing
GLAM008202602261731015971,BATCH-202601-895,M008,Samsung India,Glass,glass,38.49,30.79,0.8,3972317,1769597038.947933,,a4ca1dcfccfedf16,28.627423865276082,77.45366661550048,manufacturing
